Date/Time,Seconds,Volt,T1,T2,T3,T4,T5,T6,T7,T8,Cnt1,Cnt2,Cnt3,Cnt4,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,kWh1,kWh2,kWh3,kWh4,kWh5,kWh6,kWh7,kWh8,kWh9,kWh10,kWh11,kWh12,kWh13,kWh14,kWh15,kWh16,kWh17,kWh18,kWh19,kWh20,kWh21,kWh22,kWh23,kWh24,kWh25,kWh26,kWh27,kWh28,kWh29,kWh30,kWh31,kWh32
2014-07-16 14:54:17,18,104.8,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 106 W, 1 W, 1 W, 0 W, 0 W, 95 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 12 W,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000
2014-07-16 14:55:32,90,104.8,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 103 W, 1 W, 1 W, 0 W, 0 W, 95 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 10 W,.000,.000,.000,.000,.000,.003,.000,.000,.000,.000,.002,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000
2014-07-16 14:57:32,210,105.1,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 101 W, 1 W, 1 W, 0 W, 0 W, 95 W, 3 W, 15 W, 12 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 10 W,.000,.000,.000,.000,.000,.006,.000,.000,.000,.000,.006,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.001
2014-07-16 14:59:32,330,104.5,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 99 W, 1 W, 1 W, 0 W, 0 W, 15 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 38 W,.000,.000,.000,.000,.000,.009,.000,.000,.000,.000,.006,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.000,.000,.000,.000,.000,.000,.000,.002
2014-07-16 15:01:32,450,105.1,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 97 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 43 W,.000,.000,.000,.000,.000,.013,.000,.000,.000,.000,.006,.000,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.000,.000,.000,.000,.000,.000,.000,.003
2014-07-16 15:03:32,570,104.5,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 96 W, 1 W, 101 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 78 W,.000,.000,.000,.000,.000,.016,.000,.004,.000,.000,.006,.001,.003,.002,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,.000,.000,.000,.000,.000,.000,.000,.006
2014-07-16 15:05:32,690,104.3,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 55 W, 1 W, 96 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 62 W,.000,.000,.000,.000,.000,.018,.000,.007,.000,.000,.006,.001,.003,.002,.000,.000,.000,.000,.000,.000,.000,.001,.000,.004,.001,.000,.000,.000,.000,.000,.000,.008
2014-07-16 15:07:32,810,105.1,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 94 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 41 W,.000,.000,.000,.000,.000,.018,.000,.010,.000,.000,.006,.001,.004,.003,.000,.000,.000,.000,.000,.000,.000,.001,.000,.004,.001,.000,.000,.000,.000,.000,.000,.009
2014-07-16 15:09:32,930,104.9,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 92 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 41 W,.000,.000,.000,.000,.000,.018,.000,.013,.000,.000,.006,.001,.004,.003,.000,.000,.000,.000,.000,.000,.000,.001,.000,.005,.001,.000,.000,.000,.000,.000,.000,.011
2014-07-16 15:11:32,1050,104.6,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 80 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 36 W,.000,.000,.000,.000,.000,.018,.000,.016,.000,.000,.006,.001,.005,.003,.000,.000,.000,.000,.000,.000,.000,.001,.000,.005,.001,.000,.000,.000,.000,.000,.000,.012
2014-07-16 15:13:32,1170,105,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 7 W,.000,.000,.000,.000,.000,.018,.000,.016,.000,.000,.006,.001,.005,.004,.000,.000,.000,.000,.000,.000,.000,.001,.000,.006,.001,.000,.000,.000,.000,.000,.000,.012
2014-07-16 15:15:32,1290,104.6,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 2 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 8 W,.000,.000,.000,.000,.000,.018,.000,.016,.000,.000,.006,.001,.006,.004,.000,.000,.000,.000,.000,.000,.000,.001,.000,.007,.001,.000,.000,.000,.000,.000,.000,.013
2014-07-16 15:17:32,1410,104.7,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 4 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 8 W,.000,.000,.000,.000,.000,.018,.001,.016,.000,.000,.006,.001,.006,.005,.000,.000,.000,.000,.000,.000,.000,.001,.000,.007,.001,.000,.000,.000,.000,.000,.000,.013
2014-07-16 15:19:32,1530,105.1,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 4 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 8 W,.000,.000,.000,.000,.000,.018,.001,.016,.000,.000,.006,.001,.007,.005,.000,.000,.000,.000,.000,.000,.000,.001,.000,.008,.001,.000,.000,.000,.000,.000,.000,.013
2014-07-16 15:21:32,1650,104.8,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 4 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 8 W,.000,.000,.000,.000,.000,.018,.001,.016,.000,.000,.006,.002,.007,.005,.000,.000,.000,.000,.000,.000,.000,.001,.000,.009,.001,.000,.000,.000,.000,.000,.000,.013
2014-07-16 15:23:32,1770,104.8,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 4 W, 0 W, 0 W, 26 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 20 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 16 W,.000,.000,.000,.000,.000,.018,.001,.016,.000,.000,.007,.002,.008,.006,.000,.000,.000,.000,.000,.000,.000,.002,.000,.009,.001,.000,.000,.000,.000,.000,.000,.014
2014-07-16 15:25:32,1890,104.9,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 4 W, 0 W, 0 W, 107 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 19 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 29 W,.000,.000,.000,.000,.000,.018,.001,.016,.000,.000,.011,.002,.008,.006,.000,.000,.000,.000,.000,.000,.000,.002,.000,.010,.002,.001,.000,.000,.000,.000,.000,.015
2014-07-16 15:27:32,2010,105,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 106 W, 0 W, 0 W, 98 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 19 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 17 W,.000,.000,.000,.000,.000,.018,.001,.020,.000,.000,.014,.002,.009,.007,.000,.000,.000,.000,.000,.000,.000,.002,.000,.011,.002,.001,.000,.000,.000,.000,.000,.016
2014-07-16 15:29:32,2130,104.9,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 104 W, 0 W, 0 W, 97 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 19 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 10 W,.000,.000,.000,.000,.000,.018,.001,.024,.000,.000,.017,.002,.009,.007,.000,.000,.000,.000,.000,.000,.000,.002,.000,.011,.002,.001,.000,.000,.000,.000,.000,.016
2014-07-16 15:31:32,2250,105.1,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 102 W, 0 W, 0 W, 96 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 19 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 9 W,.000,.000,.000,.000,.000,.018,.001,.027,.000,.000,.020,.002,.010,.007,.000,.000,.000,.000,.000,.000,.000,.002,.000,.012,.002,.001,.000,.000,.000,.000,.000,.016
2014-07-16 15:33:32,2370,104.7,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 99 W, 0 W, 0 W, 95 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 8 W,.000,.000,.000,.000,.000,.018,.001,.030,.000,.000,.023,.002,.010,.008,.000,.000,.000,.000,.000,.000,.000,.002,.000,.012,.002,.001,.000,.000,.000,.000,.000,.017
2014-07-16 15:35:32,2490,104.6,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 94 W, 0 W, 0 W, 78 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 12 W,.000,.000,.000,.000,.000,.018,.001,.033,.000,.000,.026,.002,.011,.008,.000,.000,.000,.000,.000,.000,.000,.002,.000,.013,.002,.001,.000,.000,.000,.000,.000,.017
2014-07-16 15:37:32,2610,105,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 92 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 41 W,.000,.000,.000,.000,.000,.018,.001,.037,.000,.000,.026,.003,.011,.009,.000,.000,.000,.000,.000,.000,.000,.002,.000,.014,.002,.001,.000,.000,.000,.000,.000,.018
2014-07-16 15:39:32,2730,104.6,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 59 W, 1 W, 90 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 62 W,.000,.000,.000,.000,.000,.020,.001,.040,.000,.000,.026,.003,.012,.009,.000,.000,.000,.000,.000,.000,.000,.002,.000,.014,.002,.001,.000,.000,.000,.000,.000,.020
2014-07-16 15:41:32,2850,104,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 105 W, 1 W, 14 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 50 W,.000,.000,.000,.000,.000,.023,.001,.040,.000,.000,.026,.003,.013,.009,.000,.000,.000,.000,.000,.000,.000,.002,.000,.015,.002,.001,.000,.000,.000,.000,.000,.022
2014-07-16 15:43:32,2970,103.8,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 101 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 44 W,.000,.000,.000,.000,.000,.027,.001,.040,.000,.000,.026,.003,.013,.010,.000,.000,.000,.000,.000,.000,.000,.003,.000,.016,.002,.001,.000,.000,.000,.000,.000,.024
2014-07-16 15:45:32,3090,104.3,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 99 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 43 W,.000,.000,.000,.000,.000,.030,.001,.040,.000,.000,.026,.003,.014,.010,.000,.000,.000,.000,.000,.000,.000,.003,.000,.016,.003,.001,.000,.000,.000,.000,.000,.025
2014-07-16 15:47:32,3210,104.6,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 97 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 20 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 43 W,.000,.000,.000,.000,.000,.033,.001,.040,.000,.000,.026,.003,.014,.010,.000,.000,.000,.000,.000,.000,.000,.003,.000,.017,.003,.001,.000,.000,.000,.000,.000,.027
2014-07-16 15:49:32,3330,104.2,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 95 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 19 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 42 W,.000,.000,.000,.000,.000,.036,.001,.040,.000,.000,.026,.003,.015,.011,.000,.000,.000,.000,.000,.000,.000,.003,.000,.018,.003,.001,.000,.000,.000,.000,.000,.028
2014-07-16 15:51:32,3450,105.3,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 65 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 19 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 32 W,.000,.000,.000,.000,.000,.039,.001,.040,.000,.000,.026,.003,.015,.011,.000,.000,.000,.000,.000,.000,.000,.003,.000,.018,.003,.001,.000,.000,.000,.000,.000,.029
2014-07-16 15:53:32,3570,105.3,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 4 W, 0 W, 19 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 8 W,.000,.000,.000,.000,.000,.039,.001,.040,.000,.000,.026,.003,.016,.012,.000,.000,.000,.000,.000,.000,.000,.003,.000,.019,.003,.001,.000,.000,.000,.000,.000,.029
2014-07-16 15:55:32,3690,105.2,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 19 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 8 W,.000,.000,.000,.000,.000,.039,.001,.040,.000,.000,.026,.004,.016,.012,.000,.000,.000,.000,.000,.000,.000,.003,.000,.019,.003,.001,.000,.000,.000,.000,.000,.030
2014-07-16 15:57:32,3810,105.1,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 19 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 7 W,.000,.000,.000,.000,.000,.039,.001,.040,.000,.000,.026,.004,.017,.012,.000,.000,.000,.000,.000,.000,.000,.003,.000,.020,.003,.001,.000,.000,.000,.000,.000,.030
2014-07-16 15:59:32,3930,104.8,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 8 W,.000,.000,.000,.000,.000,.039,.001,.040,.000,.000,.026,.004,.017,.013,.000,.000,.000,.000,.000,.000,.000,.004,.000,.021,.003,.001,.000,.000,.000,.000,.000,.030
2014-07-16 16:01:32,4050,104.7,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 67 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 24 W,.000,.000,.000,.000,.000,.039,.001,.040,.000,.000,.028,.004,.018,.013,.000,.000,.000,.000,.000,.000,.000,.004,.000,.021,.003,.001,.000,.000,.000,.000,.000,.031
2014-07-16 16:03:32,4170,104.6,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 101 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 28 W,.000,.000,.000,.000,.000,.039,.001,.040,.000,.000,.032,.004,.018,.014,.000,.000,.000,.000,.000,.000,.000,.004,.000,.022,.004,.001,.000,.000,.000,.000,.000,.032
2014-07-16 16:05:32,4290,104.7,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 98 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 27 W,.000,.000,.000,.000,.000,.039,.002,.040,.000,.000,.035,.004,.019,.014,.000,.000,.000,.000,.000,.000,.000,.004,.000,.023,.004,.001,.000,.000,.000,.000,.000,.033
2014-07-16 16:07:32,4410,104.9,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 96 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 26 W,.000,.000,.000,.000,.000,.039,.002,.041,.000,.000,.038,.004,.019,.014,.000,.000,.000,.000,.000,.000,.000,.004,.000,.023,.004,.001,.000,.000,.000,.000,.000,.034
2014-07-16 16:09:32,4530,104.7,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 96 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 26 W,.000,.000,.000,.000,.000,.039,.002,.041,.000,.000,.041,.004,.020,.015,.000,.000,.000,.000,.000,.000,.000,.004,.000,.024,.004,.001,.000,.000,.000,.000,.000,.035
2014-07-16 16:11:32,4650,104.7,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 95 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 26 W,.000,.000,.000,.000,.000,.039,.002,.041,.000,.000,.045,.005,.020,.015,.000,.000,.000,.000,.000,.000,.000,.004,.000,.024,.004,.001,.000,.000,.000,.000,.000,.035
2014-07-16 16:13:32,4770,104.6,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 54 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 18 W,.000,.000,.000,.000,.000,.039,.002,.041,.000,.000,.046,.005,.021,.016,.000,.000,.000,.000,.000,.000,.000,.004,.000,.025,.004,.001,.000,.000,.000,.000,.000,.036
2014-07-16 16:15:32,4890,104.7,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,.0 C,0,0,0,0, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 1 W, 1 W, 0 W, 0 W, 0 W, 3 W, 15 W, 11 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 0 W, 3 W, 0 W, 18 W, 3 W, 1 W, 0 W, 0 W, 0 W, 0 W, 0 W, 7 W,.000,.000,.000,.000,.000,.039,.002,.041,.000,.000,.046,.005,.021,.016,.000,.000,.000,.000,.000,.000,.000,.004,.000,.026,.004,.001,.000,.000,.000,.000,.000,.036
